Timestamp,IPC_Type,Pattern,Producer_Count,Consumer_Count,Message_Count,Message_Size,Total_Time_Seconds,Throughput_Msg_Per_Sec,Avg_Latency_Microseconds,P95_Latency_Microseconds,P99_Latency_Microseconds,Error_Count,Retransmit_Count,Accuracy,Success
2026-07-03 16:42:14,socket,4_2,4,2,2000,1024,0.185331,10791.51,31.99,51.50,74.10,30,30,98.50,true
2026-07-03 16:42:14,tcp,4_2,4,2,2000,1024,0.184279,10853.12,27.55,42.30,53.20,24,24,98.80,true
2026-07-03 16:42:15,shared_memory,4_4,4,4,2000,1024,0.030946,64628.71,13.87,51.50,96.20,19,0,99.05,true
2026-07-03 16:42:15,socket,4_4,4,4,2000,1024,0.188520,10608.95,34.82,49.40,65.20,20,20,99.00,true
2026-07-03 16:42:15,tcp,4_4,4,4,2000,1024,0.202601,9871.63,36.94,52.00,79.20,23,23,98.85,true

=== Test Statistics ===
Total Tests,54
Successful Tests,54
Failed Tests,0
Success Rate,100.00%
