Timestamp,IPC_Type,Pattern,Producer_Count,Consumer_Count,Message_Count,Message_Size,Total_Time_Seconds,Throughput_Msg_Per_Sec,Avg_Latency_Microseconds,P95_Latency_Microseconds,P99_Latency_Microseconds,Error_Count,Retransmit_Count,Accuracy,Success
2026-07-03 22:00:05,shared_memory,1_1,1,1,5000,8192,0.037106,134750.91,3.70,7.00,11.00,51,0,98.98,true
2026-07-03 22:00:05,socket,1_1,1,1,5000,8192,0.376191,13291.13,39.45,86.00,129.00,46,46,99.08,true
2026-07-03 22:00:06,tcp,1_1,1,1,5000,8192,0.497667,10046.87,63.47,111.00,146.00,46,46,99.08,true
2026-07-03 22:00:06,shared_memory,1_4,1,4,5000,8192,0.048344,103425.24,5.96,11.00,26.00,58,0,98.84,true
2026-07-03 22:00:06,socket,1_4,1,4,5000,8192,0.476853,10485.41,61.18,106.00,142.00,51,51,98.98,true
2026-07-03 22:00:07,tcp,1_4,1,4,5000,8192,0.465849,10733.10,60.10,107.00,141.00,56,56,98.88,true
2026-07-03 22:00:07,shared_memory,1_8,1,8,5000,8192,0.049812,100378.23,6.24,9.00,39.00,42,0,99.16,true
2026-07-03 22:00:08,socket,1_8,1,8,5000,8192,0.462350,10814.32,57.15,103.00,142.00,40,40,99.20,true
2026-07-03 22:00:08,tcp,1_8,1,8,5000,8192,0.462974,10799.75,58.24,103.00,150.00,59,59,98.82,true
2026-07-03 22:00:08,shared_memory,4_1,4,1,20000,8192,0.149877,133442.40,23.94,80.00,147.00,195,0,99.03,true
2026-07-03 22:00:09,socket,4_1,4,1,20000,8192,0.477862,41853.10,59.42,85.00,113.00,213,213,98.94,true
2026-07-03 22:00:09,tcp,4_1,4,1,20000,8192,0.466650,42858.64,55.92,84.00,110.00,209,209,98.96,true
2026-07-03 22:00:10,shared_memory,4_4,4,4,20000,8192,0.059714,334929.83,7.37,10.00,26.00,222,0,98.89,true
2026-07-03 22:00:10,socket,4_4,4,4,20000,8192,0.464886,43021.28,55.07,85.00,112.00,178,178,99.11,true
2026-07-03 22:00:11,tcp,4_4,4,4,20000,8192,0.465398,42973.94,56.84,83.00,109.00,206,206,98.97,true
2026-07-03 22:00:11,shared_memory,4_8,4,8,20000,8192,0.077682,257461.23,11.39,34.00,81.00,241,0,98.80,true
2026-07-03 22:00:11,socket,4_8,4,8,20000,8192,0.467217,42806.64,56.99,85.00,107.00,215,215,98.93,true
2026-07-03 22:00:12,tcp,4_8,4,8,20000,8192,0.465048,43006.32,58.72,84.00,111.00,206,206,98.97,true
2026-07-03 22:00:12,shared_memory,8_1,8,1,40000,8192,0.316412,126417.34,57.43,212.00,350.00,392,0,99.02,true
2026-07-03 22:00:13,socket,8_1,8,1,40000,8192,0.514018,77818.26,60.54,97.00,125.00,401,401,99.00,true
2026-07-03 22:00:13,tcp,8_1,8,1,40000,8192,0.481985,82990.17,57.03,86.00,110.00,349,349,99.13,true
2026-07-03 22:00:14,shared_memory,8_4,8,4,40000,8192,0.122126,327530.05,19.25,87.00,156.00,369,0,99.08,true
2026-07-03 22:00:14,socket,8_4,8,4,40000,8192,0.466128,85813.34,58.86,85.00,116.00,376,376,99.06,true
2026-07-03 22:00:15,tcp,8_4,8,4,40000,8192,0.494959,80814.81,57.28,88.00,114.00,424,424,98.94,true
2026-07-03 22:00:15,shared_memory,1_1,1,1,5000,65536,0.266124,18788.24,49.87,82.00,101.00,43,0,99.14,true
2026-07-03 22:00:16,socket,1_1,1,1,5000,65536,1.025937,4873.60,171.23,262.00,319.00,53,53,98.94,true
2026-07-03 22:00:17,tcp,1_1,1,1,5000,65536,0.978811,5108.24,159.54,252.00,321.00,45,45,99.10,true
